source_report,track,list_section,title,author,one_liner,platform,a_heat,b_prototype,skeleton_fingerprint,evidence,ingested_at
p1_batch04_hotlist.md,ST-002,heat_only,许你万丈光芒好,囧囧有妖,爽点机制/影后逆袭+萌宝霸总,起点女生,高,低,影后回归配霸总萌宝,起点页、B 站漫画和腾讯动漫都证明它热度足够高、跨媒介传播也强，但核心其实是工业化甜爽配方，原型度不宜给高。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,暗黑系暖婚,顾南西,人设/病娇控制欲男主装置,潇湘系传播圈,高,低,强控制欲男主做甜虐救赎,公开资料能确认它来自潇湘系传播圈、热度很高，但更像“疯感男主”的人设爆款，不太像能稳定外借一整套剧情骨架。 ｜级别弱,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,表妹万福,蓬莱客,宫廷婚配/表兄妹权谋情感,晋江,高,低,表妹入局牵出朝堂婚配,晋江原页很强，实体市场也很热，但它更像古言婚恋权谋精品款，后续作者借到的往往是氛围和关系，不是骨架总图。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,掌中之物,鲜橙,开局情境/反斯德哥尔摩/疯批追压,晋江系传播圈,高,低,受害者反击疯批控制者,澎湃明确把它放进晋江文讨论和“虐妻一时爽、追妻火葬场”话题里，它的装置传播极强，但可复用的完整骨架反而不够稳定。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,九重紫,吱吱,宅斗/重生嫡女自保路线,阅文系女频,高,低,嫡女重生先稳家产名分,这本近年因剧版把热度重新抬高，而且读者盘点把它稳稳放在宅斗经典列里；但我能检到的更像“经典爆款”证据，不够支持把它当原型源头抬高。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,邪神传说,云天空,世界观/早期异世升级爽感,起点版权链,高,低,异世大陆里一路打怪封神,QQ 阅读能确认它的起点版权链和高热评分，但公开可见更多是老读者怀旧热，不是“后来者反复借它当模板”的明证。 ｜级别弱,2026-07-18T15:44:24+08:00
p1_batch05_hotlist.md,ST-002,candidate,全球进化,咬狗,世界观／生存机制,起点中文网,中,中,生物异变压倒人类秩序,起点页直接把它写成“寒武纪式再进化”末世，公开讨论里也反复把它当成“不是丧尸、而是生态重构”的末日代表，这种“物种整体暴走”的骨架和常见基地流分得很开。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,末世召唤狂潮,黑心的大白,成长表／职业树／基地生存,起点中文网,中,中,血月入侵+魂师职业树,官方简介已把“血月当空、魔界入侵、魂师职业”写得很完整，它更像“职业体系+据点求生”的硬骨架，不是单纯打怪爽文；但公开仿作链不够直给，所以 B 只给中。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,末世之黑暗召唤师,晓夜圆舞曲,开局情境／职业机制,多源转载，原连载已散,中,中,教室重生预警+虫界裂隙,可核到的公开简介都把它写成“重生回末日前一刻、地表裂开通往虫界/深渊界、召唤职业起步”，这类“班级/城市起盘+多位面裂隙”开局很有辨识度；但现在可见材料比较分散，证据强度只能给中。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,最后人类,黑瞳王,开局情境／副本装置,起点中文网,中,中,列车脱轨直入异界,起点和官方百科都把它的核心装置写得很清楚：列车事故把上千人直接抛进陌生恐怖区域，这种“公共交通事故—群体穿入—异界求生”的起手骨架，在末世文里不算常规。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,废土生存守则,暗尘弥散,世界观／爽点机制,起点中文网,低,中,地下避难所训练废土拾荒,起点简介直接给出“核战争后地下避难所—推广《废土生存》训练—返回地表”的设定，这种“先在模拟/规则里学废土，再去真废土”的装置跟普通废土拾荒文不是一回事。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,顾道长生,睡觉会变白,世界观／文明演化,起点中文网,中高,中,现实修真文明缓慢成型,起点简介就写成“现代文明转变成修真文明”，中国作家网更直接点出它详细描写了“灵气复苏后修真文明的建立过程”，这使它更像一种“文明慢转型”母型，而不是日更打怪模板。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,我被系统托管了,木恒,叙事装置／爽点机制,起点中文网,中高,中,系统代打，宿主只出脑,起点页与多篇灵复书单都把它归到“灵气复苏+系统流”，而它最突出的不是升级，而是“系统接管身体、宿主当狗头军师”的双主角装置，这点借用率很高。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,最初的寻道者,橘子伯爵,世界观／成长表,起点系渠道,中,中,研究员先手吃满时代红利,多个公开书单都把它点成早期灵复代表，且核心卖点非常稳定：主角最先发现灵气复苏、自己摸索修炼体系、一路走到幕后，这是一种“科学家/研究者开道”的骨架。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,难道我是神,熊狼狗,爽点机制／题材变体,起点系渠道,高,中,猫先觉醒，人借猫异能,公开材料反复把它归进“灵气复苏+宠物/猫异能”，而且它不是人类先超凡，而是猫先醒来、主角靠契约共享能力，这种“宠物先超凡”的都市异能母型很少和普通灵复文撞车。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,曙光纪元,人勿玩人,世界观／成长表,起点中文网,中高,中,异界通道开洞，武道全面社会化,QQ阅读与多份灵复书单都把它定义成“灵气复苏、异度空间通道、武道与进化纪元”，属于“空间裂口—社会整体升级”的正统母型；但公开“被模仿/被当模板”证据不够，所以 B 不抬高。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,不要飞升,温言对酒,开局钩子／叙事谜面,起点中文网,中,中,第一飞升者反向警告,官方百科和多篇推书都直接把它的卖点说死了：灵气复苏百年后，第一飞升者留下遗言“不要飞升”，这类“标题就是世界观大坑”的开局装置，在灵复文里非常少见。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,超级教练,陈爱庭,叙事装置／势力经营,起点中文网,高,中,穿去低级别队升成名帅,足球教练流盘点里长期把《超级教练》放在更高一档，且公开简介也稳定是“穿到德乙年轻教练身上，靠超前足球知识逆袭”，这是典型“现实足坛重跑名帅路”骨架。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,球场教父,猪头七,势力／爽点机制,起点中文网,中高,中,草根少帅掌更衣室夺权,起点与作者发书说明都明确写了它是作者第一本“教练文”，并且简介直接把核心压在“主教练权威”和“追求胜利”上，借的是“少帅驯服更衣室+媒体对轰”的骨架。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,中场狂徒,饭饭爱吃饭,成长表／球员位置模板,起点系渠道,中,中,混血街头天才制霸中场,官方百科与书页简介都把它概括成“混血少年、从街头到豪门、制霸中场”，它的可借点不在教练，而在“中场发动机型主角”的职业生涯线。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,绿茵傻腰,金印,人设装置／球员成长线,起点中文网,中高,中,低智商天才打中场大师路,起点和 QQ 阅读资料都把它的核心人设写得很清楚：69 智商少年从拉玛西亚到英伦豪门，靠“球商/空间感”而非传统爽点推进，这种“缺陷天才中场”指纹很新。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,教练万岁,过关斩将,成长表／行业升级体系,起点中文网,中,中,从体考培训一路带到世界冠军,官方百科写得很明确：主角靠教练系统从中考体育培训起步，跨田径、篮球、足球一路培养冠军，它不是单项竞技，而是“教练职业升级树”。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,我真的是个内线,葛洛夫街兄弟,爽点机制／球员位置模板,起点中文网,高,中,NBA 内线模板成长流,起点页直接给出“NBA 模板系统+大前锋/内线”，多份篮球书单也把它归进代表作，借用价值在于它把“内线位置模板化”做得非常彻底。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,跑出我人生,丧尸舞,成长表／训练机制,起点中文网,中高,中,乡镇少年用系统跑到奥运,起点与 QQ 百科都明确写成“系统量化身体潜能，重回少年，一路跑上奥运赛场”；B站还点出它是起点首部万订体育文，说明它至少是田径细分里的公认代表。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,浮沉,崔曼莉,行业流程／女主成长线,出版图书,高,中,外企销售撞上国企改制,中国青年报与中国作家网都把《浮沉》放进早期职场/行业文核心名单，图书详情页还把它定义成“商战胜经”，女主在男性化销售场域里的成长线非常可借。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,圈子圈套,王强,势力／行业博弈,出版图书,高,高,IT 外企大单销售攻防,中国作家网采访直接称它是“国内职场商战小说开山之作”，并且多处公开材料都把它当“职场胜经”“职场必读”，这条模板链非常硬。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,输赢,付遥,行业流程／爽点机制,出版图书,高,高,13周大单投标攻守战,微信读书作者页明确写它是“中国第一部商战小说”，搜狐荐读也说它“开商战小说之先河”，外加“摧龙六式”被销售圈反复提及，这就是标准母型证据。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,米娅，快跑,秦与希,女频成长表／职场生活流,出版图书,中,中,外企新人换六个老板升级,豆瓣简介把它的骨架讲得很清楚：外企新人经历六个老板、一路从新人成长为职业女性，而且它明确宣称“不陷入任何一部职场小说的窠臼”，可借的是“女性白领长期职涯过程”。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,非诉女王,御井烹香,行业知识／双女主结构,晋江文学城,中,中,双女律师在大所做非诉并购,晋江正文页已经出现跨境并购文件、欧洲并购流程等硬行业细节，公开讨论也普遍把它当“律师行业文代表作”；但“被当模板”的公开链条不够硬，所以 B 到中为止。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,美食供应商,会做菜的猫,成长表／爽点机制,起点中文网,高,高,系统锁菜单，小店单品解锁,公共书单和推文直接把它叫“开创系统流美食文的神作”，甚至明确说后续很多系统流职业小说都受它影响，这条原型链是本窗最硬的一条之一。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,异世界的美食家,李鸿天,世界观／爽点机制,起点中文网,高,中,玄幻开餐馆，美食直接加修为,公开评价里甚至直接说它前期“靠《美食供应商》的套路”，但又把“美食能提高修为”的异界变体做出来，所以它不是母体本身，而是非常清楚的一次“异界移植变体”。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,重生八零：媳妇有点辣,宝妆成,开局情境／成长表,书旗系传播,高,中,80年代女主从摆摊冲到商贸地产,36氪把它点成“创业奋斗流年代文”的典型，且影视/短剧改编线也能核到，说明它至少把“穿回八零—搞钱养家—一路做大”的年代经商骨架做成了公共模板。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,重生野性时代,王梓钧,开局情境／经商路线,起点中文网,中高,中,90年代家道中落后创业翻盘,起点与官方百科都把它定成“重生创业赚钱”，专门的分析文还说它是“90年代重生小说代表作之一”，它的借点在“抓住窗口期一路滚大”。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,重生之出人头地,闹闹不爱闹,势力／时代质感,阅文系传播,中高,中,港岛底层白手起家做商业枭雄,评论与荐读材料都稳定强调“香港五六十年代”“商业枭雄”“步步为营”，而且这条不是泛重生，而是很具体的“港风商战起家”骨架。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,重生小地主,弱颜,家庭经营／种田经营,起点系影响扩散,中高,中,极品亲族局里慢慢做大田产,公开传播里已明确把《田耕纪》原著指回《重生小地主》，而它的可借骨架不是朝堂，而是“家族撕扯+小农经营+渐进式做大”。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,工业霸主,齐橙,行业骨架／年代创业,起点中文网,中,中高,穿回工厂做工业救国创业,北师大专访明确说齐橙从《工业霸主》《材料帝国》《大国重工》这一串作品“带动了网文界写工业小说的风潮”，如果只留一个原型位，我更倾向把首发的《工业霸主》当母型。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,闪婚后，豪门老公马甲藏不住,一路开花,开局情境／爽点机制,番茄小说,高,高,相亲认错人后闪婚隐富,中国作家网直接把改编短剧《闪婚后，傅先生马甲藏不住了》写成“霸总+先婚后爱”短剧的代表作，还把“相亲认错—迅速结婚—隐瞒首富身份—掉马打脸”讲得非常完整，这就是短剧母型证据。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,惊！天降老公竟是首富,公子衍,开局钩子／爽点机制,红袖添香,高,中高,女主已领证却不知老公是首富,封面新闻与腾讯新闻都明确写到它改编的《叮！我的首富老公已上线》上线 48 小时流水破 1200 万，而且作者自己说灵感来自“民政局什么时候给我发个老公”这个网络梗，说明它强在开局装置。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,你是我的恋恋不忘,公子衍,开局情境／人设置换,阅文系,高,中,大明星突然提闪婚，女主是记者,阅文短剧案例文把它列为抖音播放量 2.6 亿的代表作，还专门说它比常规霸总文更新鲜，是“中学旧识+大明星闪婚普通记者”的人设改写，所以它可借的是“换职业壳的先婚后爱”。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,四大名捕会京师,温瑞安,势力／叙事装置,港台纸书连载源头,高,高,官府名捕团破案入江湖,人民日报把《四大名捕》系列点作温瑞安代表作，并直说武侠元素正潜伏并融进侦探、言情、历史等类型；而《四大名捕会京师》本身就是“官府组织+群像破案”母体。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,楚留香传奇,古龙,叙事装置／人物模版,港台纸书连载源头,高,高,盗帅破局，江湖悬案单元,相关资料明确说古龙在《楚留香传奇》里大量加入异国、悬疑元素，把侠盗与探案混成一体；这种“风流侠盗+单元悬案”是后面很多网文江湖副本的老源头。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,陆小凤传奇,古龙,叙事装置／人物模版,港台纸书连载源头,高,高,懒散大侠被卷入连环局,微信读书介绍把它概括得很准：陆小凤“不想当大侠，却总被卷入迷离诡异案件”，这类“混子神探式江湖主角”后来在网文里常见，但根子很早。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,多情剑客无情剑,古龙,文风／人物关系结构,港台纸书连载源头,高,高,冷情快刀写尽人情冷暖,公开资料不只说它是古龙巅峰，还直接强调它“创造了一种新的写作文体”，后来的网文短句切镜头、冷感对白、兄弟与宿敌结构，很多都能顺着这条线往回追。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,绝代双骄,古龙,世界观／人物关系,港台纸书连载源头,高,高,双生对照，恶人谷对移花宫,维基条目把它定义成古龙里程碑之作，而它的双生兄弟、对照成长、极端势力抚养的骨架，后面在网文“双主角/镜像主角”里非常常见。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,倚天屠龙记,金庸,势力／成长表,港台纸书连载源头,高,高,少年误入大势力漩涡夺旗,光明日报把金庸体系直接列入网络文学的继承链；而《倚天》这条“少年—门派/魔教/朝廷多方拉扯—神器与旗帜象征正统”的骨架，对网文势力戏影响一直很深。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,笑傲江湖,金庸,世界观／人物关系,港台纸书连载源头,高,高,门派政治吞掉个人命运,虽然本窗不展开讲影视流行度，但光明日报关于“金庸体系进入网文继承链”的判断成立，而《笑傲》最可借的不是武功名目，是“江湖门派政治化、个体被大势裹挟”的骨架。 ｜级别中,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,candidate,鹿鼎记,金庸,开局情境／反英雄人设,港台纸书连载源头,高,高,市井混子误闯权力中枢,金庸条目与《鹿鼎记》条目都明确写到它是金庸封笔作、反写传统大侠，而它把“小人物误闯中枢、靠嘴皮与人情混高位”的骨架做得极成熟，后面很多反英雄爽文都能看到影子。 ｜级别强,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,heat_only,恐怖都市,猛虎道长,都市异能热度与收录度都不低，但公开材料更能证明它“好看/被收书单”，不够证明它是后续都市异能的模板母体。,起点中文网,高,低,,起点与书单页能核到高收录与完整设定，但没有直给的仿作链。,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,heat_only,超级预言大师,不吃小南瓜,足球教练流里有存在感，但和《超级教练》《球场教父》相比，骨架新意不够，公开材料也更多停在“又一本好看的教练文”。,阅文系,中高,低,,官方百科可核到它是“BBC 实习记者起步的足球教练流”，但模板证据弱。,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,heat_only,篮坛饿狼传说,兔来割草,篮球生涯流很热血，起手“橄榄球员改打篮球”也有记忆点，但公开证据更接近单本精品，没看到后续大规模借用链。,QQ 阅读系,中,低,,QQ 阅读资料能核到其核心设定与体量。,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,heat_only,大国重工,齐橙,它本身很强，但和《工业霸主》同属齐橙工业强国链路，我不愿把同一作者同一硬骨架反复抬成多个“新原型位”。,起点扩散 / 七猫,中高,低,,北师大专访说的是齐橙整串工业题材共同带起风潮，不是单本单独开型。,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,heat_only,进击结构师,荷风吹,行业细节很扎实，女主职场线也硬，但本窗要求“有公开被当模板证据才写”，这本更像优质行业文，还没到模板位。,晋江文学城,中,低,,晋江与书评都能证明它专业、现实，但没找到足够硬的“被当模板”公开证据。,2026-07-18T16:44:41+08:00
p1_batch05_hotlist.md,ST-002,heat_only,曙光纪元,人勿玩人,设定完整、成绩也好，但公开可核材料更多把它当“正统灵复代表”，不够说明它本身被大量借骨架。,起点中文网,中高,低,,QQ 阅读与书单都在讲它好看、正统、万订，但没有更强原型链。,2026-07-18T16:44:41+08:00
p1_batch06_hotlist.md,ST-002,candidate,大医凌然,志鸟村,医疗职业文从“神医打脸”转到“手术流程+医院生态”,起点,高,高,外科手术升级流,公开书评直接称它是“医生文里的一个里程碑”，起点页可核作品与平台信息。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,手术直播间,真熊初墨,手术病例流水线、急诊/外科高频闯关感,起点,高,中,急诊病例闯关流,多篇医生文盘点把它和《大医凌然》并列成医生文核心坐标，起点页能核书目。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,医路坦途,臧福生,边疆医院成长线、科室与院内关系网,起点,高,中,边疆医院长线成长,起点页显示其超长连载体量，后续盘点常把它与《大医凌然》《手术直播间》并列。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,国民法医,志鸟村,法医证据链、检材勘验、刑侦流程写实,起点,高,中,法医勘验破案流,起点页直接给出法医题材定位，起点问答出现“类似《国民法医》”推荐，说明它已成同类参照。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,韩警官,卓牧闲,基层警务职业化写法，不靠神探挂，靠体制内成长,起点,中,高,基层警务成长流,微信读书作者页明确说卓牧闲以《韩警官》《朝阳警事》等“开创网络文学警务小说流派”。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,朝阳警事,卓牧闲,社区警务、群众线索网、基层民警日常,起点,中,高,群众协作社区警务,中国作家网评介它时，直接把“依靠群众之眼屡破大案”当成核心卖点；作者流派定位同样很硬。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,滨江警事,卓牧闲,水警视角串海事、航道、渔政、海关、边检多部门协同,起点,高,高,长江水域治理警务流,新华社、中国作家网都把它当现实警务书写标杆，起点页可核平台与作品信息。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,何日请长缨,齐橙,国企机床厂脱困、管理改造、产业链竞争,起点,中,中,国企机床厂改革突围,中国作家网明确说这本书写的是“管理创新”，中国出版政府奖报道也把它列为工业题材标杆。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,这游戏也太真实了,晨星LL,废土避难所+招募玩家干重活，靠“众包建设”跑文明回升,起点,高,中,避难所玩家众包建城,起点页与榜单报道都证明它是科幻头部，讨论里直接把它当“废土+种田+玩家”坐标。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,全球废土：避难所无限升级,斤斤斤,全民废土开局一间庇护所，核心是升级树而不是纯打怪,起点,高,中,全民废土避难所升级树,起点与应用宝页面都直接给它打上“末世种田/避难所”坐标，类型非常清楚。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,末世超级商人,雨水,双时空倒卖物资，现代反哺末世基地,起点,中,中,双穿走私养基地,书单公开称它是“双世界流的典范之一”，起点页也能核平台与核心设定。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,燃烬之余,失落之节操君,废土残文明、车队/聚落治理、旧秩序残片博弈,起点,中,低,废土聚落政治经营,起点页可确认它是典型废土残文明故事，但公开“模板影响”证据偏少。 ｜级别弱,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,第九农学基地,红刺北,农学知识修复粮食链，末世不靠杀怪、靠恢复生产体系,晋江,高,中,农学生抢修粮食链,中国作家网与腾讯新闻都把它界定为“植物异变、农学断代”的末世新形态，并给出热度与榜单数据。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,天灾第十年跟我去种田,南极蓝,安全区外单领地经营，与变异动物/邻居做交易与共存,七猫,高,中,单领地农田经营流,七猫页直接写“天灾第十年……去种田”，平台推荐里也把它当末世种田头部。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,末日轮盘,幻动,晶核—轮盘—团队/基地的资源循环系统,起点,高,中,轮盘经济末世流,起点页和多份末世推荐都把它当代表作，读者讨论也集中在“轮盘设定”本身。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,深空之流浪舰队,最终永恒,文明流浪、舰队社会、宇宙尺度生存与制度演化,起点,高,中,文明舰队远航流,起点页可核作品，知乎讨论常把它与“流浪舰队/文明博弈”绑定。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,我们生活在南京,天瑞说符,双时空无线电联络、末日城市救援,起点,高,中,双时空电台救城,它拿到第32届中国科幻银河奖“最佳网络科幻小说奖”，赛道坐标非常公开。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,死在火星上,天瑞说符,火星孤存求生、航天工程硬核细节、封闭环境推演,起点,高,中,火星失联双人闭环求生,公开评价和媒体报道都强调它的“硬核程度”，起点页能核平台与作者。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,泰坦无人声,天瑞说符,泰坦科考站、AI伙伴、封闭环境悬疑求生,起点,中,中,泰坦站封闭科考流,光明日报旗下《中华读书报》与豆瓣条目都强调其地外科考站+AI设定，并点明作者硬核科幻风格。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,保卫南山公园,天瑞说符,近未来科学想象、守护地球工程、末世尺度推演,起点,中,中,近未来保卫地球流,启明星奖、石榴杯报道都把它列入科幻重点作品，起点页可核平台。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,纳米崛起,岭南仨人,纳米材料—产业链—国家竞争的硬核科技升级,起点,中,中,纳米产业升级流,起点页与硬核科幻书单都把它定位成科技强国/纳米科幻。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,学霸的星辰大海,眉语目笑,学霸成长、科研攻关、航天梦想,起点,中,中,学霸科研登月流,起点页和漫画改编介绍都把“从学霸走向星辰大海”当核心骨架。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,机动风暴,骷髅精灵,机甲军校/赛事/联邦战争的基础模版,起点,高,中,机甲军校竞赛流,起点页是官方入口，知乎“机甲巅峰”问题里它是反复被点名的坐标书。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,机破星河,当年离歌,联邦与帝国对抗、军校成长、机甲战场升级,起点,中,中,联邦帝国机甲成长流,起点页就写到“联邦与帝国的明争暗斗”，知乎机甲推荐常把它与《机动风暴》并列。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,佣兵的战争,如水意,军迷入场、佣兵团运作、全球军火/情报网,起点,高,中,佣兵团全球作战流,起点页能核书，知乎评价直接说“佣兵文一直是军事流的主题，其中最出名的就是《佣兵的战争》”。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,重生之大枭雄,沧海煮成酒,港式社团上位、粤语对白、枭雄片节奏,创世,高,高,港式社团上位片感,多篇访谈/评论都说它在创世开站时口碑爆发、冲上月票榜前三，且作者后来被反复称为“香港题材第一人”。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,重生之大英雄,沧海煮成酒,九龙城寨、社团擂台、动作场面调度,创世,中,中,城寨擂台社团成长,创世官方页可核平台，作者资料与访谈都把它列为沧海煮成酒代表港风作品，并提到获过星创奖。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,香港往事,沧海煮成酒,港岛商场、社团、文坛多线拼接的旧港风貌,不可能的世界,中,中,旧港多线群像枭雄流,官方宣发直接写“独家首发于不可能的世界，上架即登榜首”，同时继续把作者定义为“香港题材第一人”。 ｜级别强,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,candidate,大香港1957,镔铁,黑钱年代巡警上位，探长片+商战片混编,旧站流通，现微信读书可读,中,中,黑钱年代巡警发家流,微信读书页与简介页都把它概括成“五十年代大香港”“警察大亨”，港综书单也常把它当早期香港枭雄文坐标。 ｜级别中,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,heat_only,当医生开了外挂,手握寸关尺,医生文赛道大爆，但更像《大医凌然》之后的爆款扩张，不像新模板源头,起点,高,低,游戏化急诊外挂流,起点页可核作品信息，公开盘点明确把它写成《手术直播间》之后的“医生文扛旗者”和年度前十。,2026-07-19T05:21:16+08:00
p1_batch06_hotlist.md,ST-002,heat_only,重生末世：开局中奖3000万,六根韭菜,高墙基地+屯物资+防守很能打，但公开影响链还不够硬,起点,高,低,高墙基地囤货防守流,起点页显示超长连载与高热度，推荐文频繁出现，但更像高热赛道书而不是新原型。,2026-07-19T05:21:16+08:00
